symbol,criteria,composite_score,status,flags
CL,2025-Adjusted,1.1236099186545494,PASSED,None
ADP,2025-Adjusted,0.44927882458064566,PASSED,None
ADBE,2025-Adjusted,0.42778077959405697,PASSED,None
AXP,2025-Adjusted,0.33519613189914493,PASSED,None
CME,2025-Adjusted,0.2710462477247675,PASSED,None
AME,2025-Adjusted,0.22262291756875624,PASSED,None
